user_id,course_id,user_text,course_text,label
68dba423965d323f9edb6e0b,68dd5dcc3fb1f20ba29f1259,,Kubernetes Essentials Cluster orchestration. Kubernetes DevOps,0
68dba423965d323f9edb6e0b,68dd5dcc3fb1f20ba29f1251,,SQL for Developers SQL queries & joins. SQL,0
68dba423965d323f9edb6e0b,68dd5dcc3fb1f20ba29f124b,,JavaScript for Beginners JS fundamentals. JavaScript,0
68dba423965d323f9edb6e0f,68dd5dcc3fb1f20ba29f1258,,Docker Basics Containers and Docker CLI. Docker,0
68dba423965d323f9edb6e0f,68dd5dcc3fb1f20ba29f1263,,C Programming Basics Intro to C programming. C,0
68dba423965d323f9edb6e0f,68dd5dcc3fb1f20ba29f1269,,Flutter for Beginners Cross-platform mobile apps. Flutter Dart,0
68dd6a68daf6bbb23a770e9a,68dd5dcc3fb1f20ba29f1258,,Docker Basics Containers and Docker CLI. Docker,0
68dd6a68daf6bbb23a770e9a,68dd5dcc3fb1f20ba29f126c,,Ethical Hacking Basics Penetration testing concepts. Hacking Security,0
68dd6a68daf6bbb23a770e9a,68dd5dcc3fb1f20ba29f125e,,PostgreSQL Advanced Stored procedures & triggers. PostgreSQL,0
68de93c38caecb049842dc2a,68dd5dcc3fb1f20ba29f1252,,Cloud Fundamentals Intro to cloud. Cloud,0
68de93c38caecb049842dc2a,68df84f446990dbd09dd6c48,,Excel For Data Analyts Beginner Friendly Tutorial Excel PowerBI,0
68de93c38caecb049842dc2a,68dd5dcc3fb1f20ba29f126b,,Cybersecurity Fundamentals Intro to cybersecurity. Security,0
68dfa99bba8b151a151b9df6,68dd5dcc3fb1f20ba29f125e,,PostgreSQL Advanced Stored procedures & triggers. PostgreSQL,0
68dfa99bba8b151a151b9df6,68dd5dcc3fb1f20ba29f1279,,Project Management Basics Agile & Scrum concepts. Project Management,0
68dfa99bba8b151a151b9df6,68dd5dcc3fb1f20ba29f125d,,MongoDB Essentials CRUD operations in MongoDB. MongoDB Database,0
68dfa99bba8b151a151b9df7,68dd5dcc3fb1f20ba29f126b,,Cybersecurity Fundamentals Intro to cybersecurity. Security,0
68dfa99bba8b151a151b9df7,68dd5dcc3fb1f20ba29f125a,,Linux for Developers Essential commands and scripting. Linux,0
68dfa99bba8b151a151b9df7,68dd5dcc3fb1f20ba29f1262,,"Angular Fundamentals Components, services, routing. Angular",0
68dfa99bba8b151a151b9df8,68dd5dcc3fb1f20ba29f126f,,Azure Fundamentals Azure core concepts. Azure Cloud,0
68dfa99bba8b151a151b9df8,68dd5dcc3fb1f20ba29f1266,,Spring Boot Fundamentals REST APIs with Spring Boot. Java Spring,0
68dfa99bba8b151a151b9df8,68dd5dcc3fb1f20ba29f124c,,React Essentials React components & hooks. React,0
68dfa99bba8b151a151b9df9,68dd5dcc3fb1f20ba29f1262,,"Angular Fundamentals Components, services, routing. Angular",0
68dfa99bba8b151a151b9df9,68dd5dcc3fb1f20ba29f124a,,CSS Fundamentals Learn CSS basics. CSS,0
68dfa99bba8b151a151b9df9,68dd5dcc3fb1f20ba29f1273,,"Natural Language Processing Text classification, sentiment analysis. NLP ML",0
68dfa99bba8b151a151b9dfa,68dd5dcc3fb1f20ba29f1273,,"Natural Language Processing Text classification, sentiment analysis. NLP ML",0
